Time	Channel B
(us)	(V)

0.00000000	-0.08239998
0.04000000	-0.08239998
0.08000000	-0.08239998
0.12000000	-0.08239998
0.16000000	-0.08239998
0.20000000	-0.08239998
0.24000000	-0.25818660
0.28000000	-0.08239998
0.32000000	-0.25818660
0.36000000	-0.25818660
0.40000000	-0.25818660
0.44000000	-0.25818660
0.48000000	-0.25818660
0.52000000	-0.25818660
0.56000000	-0.25818660
0.60000000	-0.25818660
0.64000000	-0.25818660
0.68000000	-0.25818660
0.72000000	-0.25818660
0.76000000	-0.25818660
0.80000000	-0.25818660
0.83999999	-0.25818660
0.87999999	-0.25818660
0.91999999	-0.25818660
0.95999999	-0.25818660
0.99999999	-0.25818660
1.03999999	-0.25818660
1.07999999	-0.25818660
1.11999999	-0.25818660
1.15999999	-0.25818660
1.19999999	-0.25818660
1.23999999	-0.25818660
1.27999999	-0.25818660
1.31999999	-0.25818660
1.35999999	-0.08239998
1.39999999	-0.08239998
1.43999999	-0.08239998
1.47999999	-0.08239998
1.51999999	-0.08239998
1.55999999	-0.08239998
1.59999999	-0.08239998
1.63999999	-0.08239998
1.67999999	-0.08239998
1.71999999	-0.08239998
1.75999999	-0.08239998
1.79999999	-0.08239998
1.83999999	-0.08239998
1.87999999	0.09277627
1.91999999	-0.08239998
1.95999999	0.09277627
1.99999999	0.09277627
2.03999999	0.09277627
2.07999999	0.09277627
2.11999999	0.09277627
2.15999999	0.09277627
2.19999999	0.09277627
2.23999999	0.26795250
2.27999999	0.26795250
2.31999999	0.26795250
2.35999999	0.26795250
2.39999999	0.26795250
2.43999999	0.26795250
2.47999998	0.26795250
2.51999998	0.26795250
2.55999998	0.26795250
2.59999998	0.26795250
2.63999998	0.26795250
2.67999998	0.26795250
2.71999998	0.26795250
2.75999998	0.26795250
2.79999998	0.26795250
2.83999998	0.26795250
2.87999998	0.09277627
2.91999998	0.09277627
2.95999998	0.09277627
2.99999998	0.09277627
3.03999998	0.09277627
3.07999998	-0.08239998
3.11999998	-0.08239998
3.15999998	-0.25818660
3.19999998	-0.43336280
3.23999998	-0.43336280
3.27999998	-0.60914950
3.31999998	-0.78432570
3.35999998	-0.96011230
3.39999998	-0.96011230
3.43999998	-1.13589900
3.47999998	-1.31107500
3.51999998	-1.66203800
3.55999998	-1.66203800
3.59999998	-2.01361100
3.63999998	-2.18878700
3.67999998	-2.18878700
3.71999998	-2.53975000
3.75999998	-2.71553700
3.79999998	-2.89132400
3.83999998	-2.89132400
3.87999998	-3.06650000
