Time	Channel B
(us)	(V)

0.00000000	-5.34867400
0.04000000	-5.34867400
0.08000000	-5.34867400
0.12000000	-5.17288700
0.16000000	-5.17288700
0.20000000	-4.99771100
0.24000000	-4.99771100
0.28000000	-4.99771100
0.32000000	-4.99771100
0.36000000	-4.82192500
0.40000000	-4.82192500
0.44000000	-4.82192500
0.48000000	-4.82192500
0.52000000	-4.64674800
0.56000000	-4.64674800
0.60000000	-4.64674800
0.64000000	-4.64674800
0.68000000	-4.47096200
0.72000000	-4.47096200
0.76000000	-4.47096200
0.80000000	-4.29517500
0.83999999	-4.29517500
0.87999999	-4.29517500
0.91999999	-4.29517500
0.95999999	-4.29517500
0.99999999	-4.11999900
1.03999999	-4.11999900
1.07999999	-4.11999900
1.11999999	-4.11999900
1.15999999	-3.94421200
1.19999999	-3.94421200
1.23999999	-3.94421200
1.27999999	-3.76903600
1.31999999	-3.94421200
1.35999999	-3.76903600
1.39999999	-3.76903600
1.43999999	-3.76903600
1.47999999	-3.59324900
1.51999999	-3.59324900
1.55999999	-3.59324900
1.59999999	-3.59324900
1.63999999	-3.59324900
1.67999999	-3.59324900
1.71999999	-3.59324900
1.75999999	-3.41746300
1.79999999	-3.59324900
1.83999999	-3.41746300
1.87999999	-3.24228600
1.91999999	-3.24228600
1.95999999	-3.24228600
1.99999999	-3.24228600
2.03999999	-3.06650000
2.07999999	-3.06650000
2.11999999	-3.06650000
2.15999999	-3.06650000
2.19999999	-3.06650000
2.23999999	-3.06650000
2.27999999	-2.89132400
2.31999999	-2.89132400
2.35999999	-2.89132400
2.39999999	-2.89132400
2.43999999	-2.89132400
2.47999998	-2.89132400
2.51999998	-2.71553700
2.55999998	-2.71553700
2.59999998	-2.71553700
2.63999998	-2.71553700
2.67999998	-2.71553700
2.71999998	-2.71553700
2.75999998	-2.53975000
2.79999998	-2.53975000
2.83999998	-2.53975000
2.87999998	-2.36457400
2.91999998	-2.53975000
2.95999998	-2.53975000
2.99999998	-2.36457400
3.03999998	-2.36457400
3.07999998	-2.36457400
3.11999998	-2.36457400
3.15999998	-2.36457400
3.19999998	-2.18878700
3.23999998	-2.18878700
3.27999998	-2.18878700
3.31999998	-2.18878700
3.35999998	-2.18878700
3.39999998	-2.18878700
3.43999998	-2.18878700
3.47999998	-2.18878700
3.51999998	-2.01361100
3.55999998	-2.01361100
3.59999998	-2.01361100
3.63999998	-1.83782500
3.67999998	-1.83782500
3.71999998	-1.83782500
3.75999998	-1.66203800
